OccurredOn,MaterialCode,MaterialName,Issue,Remain,Unit,Shift,Workshop,Usage
7/4/26 6:14 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,136.19,"kg
",C,FPSB,21.41
7/4/26 6:14 AM,1201500042,MOLDING LINER NE83G,0,390,"pc
",C,FPSB,66
7/4/26 6:14 AM,1201702018,C-TAPE TP-NW-PS(H),0,7000,"meter
",C,FPSB,2200
7/4/26 6:14 AM,1405100013,Somix AP7   (1405100013),0,10670,"g
",C,FPSB,1010
7/4/26 6:14 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,18,can,C,FPSB,0
7/4/26 6:14 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",C,FPSB,20
7/4/26 6:14 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",C,FPSB,0
7/5/26 5:56 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,0,19510,pc,C,FPSB,2870
7/5/26 5:56 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,6020,2610,pc,C,FPSB,6975
7/5/26 5:56 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,22941,pc,C,FPSB,1250
7/5/26 5:56 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,1080,2661,pc,C,FPSB,810
7/5/26 5:56 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,C,FPSB,0
7/5/26 5:56 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,C,FPSB,0
7/5/26 5:56 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3860,pc,C,FPSB,0
7/5/26 5:56 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,0,pc,C,FPSB,0
7/5/26 5:56 AM,1401990099,DIEMOND WHEEL TYPE  (NEW),0,0,pc,C,FPSB,0
7/5/26 5:56 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,24,pc,C,FPSB,2
7/5/26 5:56 AM,1401990103,DIEMOND WHEEL TYPE REGUIDE  (N2),0,0,pc,C,FPSB,0
7/5/26 5:56 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,107.09,"kg
",C,FPSB,29.1
7/5/26 5:56 AM,1201500042,MOLDING LINER NE83G,0,324,"pc
",C,FPSB,66
7/5/26 5:56 AM,1201702018,C-TAPE TP-NW-PS(H),0,5500,"meter
",C,FPSB,1500
7/5/26 5:56 AM,1405100013,Somix AP7   (1405100013),0,9570,"g
",C,FPSB,1100
7/5/26 5:56 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,17,can,C,FPSB,1
7/5/26 5:56 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",C,FPSB,0
7/5/26 5:56 AM,1205001021,Pulse FPS- B2 L/F wait for cutting,0,0,"pc
",C,FPSB,0
7/5/26 5:56 AM,2405001034,Pulse FPS- B2 L/F wait for welding,0,0,"pc
",C,FPSB,0
7/5/26 5:56 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",C,FPSB,0
7/6/26 6:02 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,0,9140,pc,C,FPSB,10370
7/6/26 6:02 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,7743,3825,pc,C,FPSB,6528
7/6/26 6:02 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,22647,pc,C,FPSB,294
7/6/26 6:02 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,268,1309,pc,C,FPSB,1620
7/6/26 6:02 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,C,FPSB,0
7/6/26 6:02 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,C,FPSB,0
7/6/26 6:02 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3860,pc,C,FPSB,0
7/6/26 6:02 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,0,pc,C,FPSB,0
7/6/26 6:02 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,24,pc,C,FPSB,0
7/6/26 6:02 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,81.12,"kg
",C,FPSB,25.97
7/6/26 6:02 AM,1201500042,MOLDING LINER NE83G,200,452,"pc
",C,FPSB,72
7/6/26 6:02 AM,1201702018,C-TAPE TP-NW-PS(H),2000,5800,"meter
",C,FPSB,1700
7/6/26 6:02 AM,1405100013,Somix AP7   (1405100013),0,8110,"g
",C,FPSB,1460
7/6/26 6:02 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,17,can,C,FPSB,0
7/6/26 6:02 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",C,FPSB,0
7/6/26 6:02 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",C,FPSB,0
7/7/26 5:47 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,14140,16490,pc,B,FPSB,6790
7/7/26 5:47 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,6760,3780,pc,B,FPSB,6805
7/7/26 5:48 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19883,pc,B,FPSB,2764
7/7/26 5:48 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,2745,2931,pc,B,FPSB,1123
7/7/26 5:48 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,B,FPSB,0
7/7/26 5:48 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,B,FPSB,0
7/7/26 5:48 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3860,pc,B,FPSB,0
7/7/26 5:48 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,0,pc,B,FPSB,0
7/7/26 5:48 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),10,30,pc,B,FPSB,4
7/7/26 5:48 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),30,81,"kg
",B,FPSB,30.12
7/7/26 5:48 AM,1201500042,MOLDING LINER NE83G,0,358,"pc
",B,FPSB,94
7/7/26 5:48 AM,1201702018,C-TAPE TP-NW-PS(H),0,4479,"meter
",B,FPSB,1321
7/7/26 5:48 AM,1405100013,Somix AP7   (1405100013),0,7220,"g
",B,FPSB,890
7/7/26 5:48 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,17,can,B,FPSB,0
7/7/26 5:48 AM,1201520006,ABRASIVE MM-P80,0,0,"kg
",B,FPSB,0
7/7/26 5:48 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",B,FPSB,0
7/8/26 4:55 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,0,8350,pc,B,FPSB,8140
7/8/26 4:55 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,8103,4590,pc,B,FPSB,7293
7/8/26 4:55 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,B,FPSB,540
7/8/26 4:55 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,540,2391,pc,B,FPSB,1080
7/8/26 4:55 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,B,FPSB,0
7/8/26 4:55 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,B,FPSB,0
7/8/26 4:55 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3860,pc,B,FPSB,0
7/8/26 4:55 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,0,0,pc,B,FPSB,0
7/8/26 4:55 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,24,pc,B,FPSB,6
7/8/26 4:55 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),0,53,"kg
",B,FPSB,28
7/8/26 4:55 AM,1201500042,MOLDING LINER NE83G,0,244,"pc
",B,FPSB,114
7/8/26 4:55 AM,1201702018,C-TAPE TP-NW-PS(H),0,3140,"meter
",B,FPSB,1339
7/8/26 4:55 AM,1405100013,Somix AP7   (1405100013),0,6220,"g
",B,FPSB,1000
7/8/26 4:55 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,17,can,B,FPSB,0
7/8/26 4:55 AM,1201520006,ABRASIVE MM-P80,20,20,"kg
",B,FPSB,0
7/8/26 4:55 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",B,FPSB,0
7/9/26 5:37 AM,1205000007,Pulse FPS- B3 L/F wait for cutting 0.70 mm.,11360,12560,pc,B,FPSB,7150
7/9/26 5:37 AM,2405001026,Pulse FPS- B3 L/F wait for welding 0.70 mm.,7130,4050,pc,B,FPSB,7670
7/9/26 5:37 AM,1205001020,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for cutting ,0,19343,pc,B,FPSB,0
7/9/26 5:37 AM,2405001033,Pulse FPS- B3 L/F (PD)C194/Pd/070/FB wait for welding ,0,2391,pc,B,FPSB,0
7/9/26 5:37 AM,1205001018,Pulse FPS- B10 L/F wait for cutting 0.59 mm.,0,17450,pc,B,FPSB,0
7/9/26 5:37 AM,2405001030,Pulse FPS- B10 L/F wait for welding 0.59 mm.,0,360,pc,B,FPSB,0
7/9/26 5:37 AM,1205001019,Pulse FPS- B10 L/F (PD) wait for cutting ,0,3549,pc,B,FPSB,311
7/9/26 5:37 AM,2405001031,Pulse FPS- B10 L/F (PD) wait for welding ,311,311,pc,B,FPSB,0
7/9/26 5:37 AM,1401990102,DIEMOND WHEEL TYPE REGUIDE  (N1),0,22,pc,B,FPSB,2
7/9/26 5:37 AM,1201500045,COMPOUND CV-4160GC6(13X3.5G),105,134,"kg
",B,FPSB,24
7/9/26 5:37 AM,1201500042,MOLDING LINER NE83G,300,470,"pc
",B,FPSB,74
7/9/26 5:37 AM,1201702018,C-TAPE TP-NW-PS(H),2000,3150,"meter
",B,FPSB,1990
7/9/26 5:37 AM,1405100013,Somix AP7   (1405100013),0,4490,"g
",B,FPSB,1730
7/9/26 5:37 AM,Spay Daifee GA-7500 (Molding),Spay Daifee GA-7500 (Molding),0,17,can,B,FPSB,1
7/9/26 5:37 AM,1201520006,ABRASIVE MM-P80,40,60,"kg
",B,FPSB,0
7/9/26 5:37 AM,1201500049,COMPOUND CV-4160GC6(13X5.0G),0,13.16,"kg
",B,FPSB,0
