Date,ProdMaterialCode,MaterialCode,MaterialName,Unit,Workshop,Shift,Issue,Remain
6/30/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,764400,972920
7/1/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,0,847920
7/2/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,725400,1464800
7/3/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,1363060
7/4/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,1234560
7/5/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,1107600
7/6/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,517800,1482970
7/7/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,0,1359820
7/8/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,466800,1703360
7/9/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,0,1561480
7/10/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,0,1503520
7/11/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,0,1361200
7/12/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,0,1231200
7/13/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,0,1077600
7/14/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,A,0,909200
7/15/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,744600
7/16/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,498000,1089880
7/17/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,909370
7/18/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,C,0,756480
7/19/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,0,611400
7/20/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,0,458390
7/21/2026,TA0001,1205000006,L/F  WELDING  ( SKID ),PC,GPS,B,386400,693600
6/30/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,4000,6640
7/1/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,0,5740
7/2/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,4000,9130
7/3/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,8730
7/4/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,8230
7/5/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,7700
7/6/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,4000,11300
7/7/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,10700
7/8/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,10100
7/9/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,9400
7/10/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,4000,12860
7/11/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,0,12120
7/12/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,0,11380
7/13/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,0,10680
7/14/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,A,0,10000
7/15/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,9500
7/16/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,4000,12900
7/17/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,12200
7/18/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,C,0,11600
7/19/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,11200
7/20/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,10600
7/21/2026,TA0002,1201702030,2705 GPSP2 8MM X 2000M,G,GPS,B,0,9800
6/30/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,20
7/1/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,20,40
7/2/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,40
7/3/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,40
7/4/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,40
7/5/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,40
7/6/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,0
7/7/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,0
7/8/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,20,20
7/9/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,20
7/10/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,20
7/11/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,20
7/12/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,20
7/13/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,20
7/14/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,A,0,20
7/15/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,40,60
7/16/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,60
7/17/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,60
7/18/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,C,0,60
7/19/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,60
7/20/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,60
7/21/2026,TA0003,1201520009,ABRASIVE MM-P220,KG,PSLA,B,0,60
6/30/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,60,200
7/1/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,60,210
7/2/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,80,240
7/3/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,80,240
7/4/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,0,160
7/5/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,0,120
7/6/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,80,140
7/7/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,B,80,160
7/8/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,B,80,160
7/9/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,B,80,180
7/10/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,B,100,230
7/11/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,0,180
7/12/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,0,120
7/13/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,80,150
7/14/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,A,80,160
7/15/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,80,160
7/16/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,80,180
7/17/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,100,240
7/18/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,C,0,180
7/21/2026,TA0004,1201520009,ABRASIVE MM-P220,KG,PSLB,B,60,160
6/30/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/1/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/2/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/3/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,20,20
7/4/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,20
7/5/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,20
7/6/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,20
7/7/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,20
7/8/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,20
7/9/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,0
7/10/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,40,0
7/11/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/12/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/13/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,0,0
7/14/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,A,20,20
7/15/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,20
7/16/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,20
7/17/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,20,40
7/18/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,C,0,40
7/19/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,40
7/20/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,40
7/21/2026,TA0005,1201520006,ABRASIVE MM-P80,KG,FPSA,B,0,40
6/30/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,0,0
7/1/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,20,0
7/2/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,0,0
7/3/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,20,20
7/4/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,0
7/5/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,0
7/6/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,0
7/7/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,0,0
7/8/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,20,20
7/9/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,40,60
7/10/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,0,0
7/11/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,0,0
7/13/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,20,20
7/14/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,A,0,20
7/15/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,20
7/16/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,20
7/17/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,20
7/18/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,C,0,20
7/19/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,0,0
7/20/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,0,0
7/21/2026,TA0006,1201520006,ABRASIVE MM-P80,KG,FPSB,B,0,0
6/30/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,4906
7/1/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,4570
7/2/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,4054
7/3/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,3496
7/4/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,3160
7/5/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,2824
7/6/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,2488
7/7/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,0,1900
7/8/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,0,1564
7/9/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,0,1138
7/10/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,4000,4802
7/11/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,4374
7/12/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,4000
7/13/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,3580
7/14/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,A,0,3244
7/15/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,2908
7/16/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,2572
7/17/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,2236
7/18/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,C,0,1900
7/19/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,0,1564
7/20/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,4000,5144
7/21/2026,TA0007,1201220006,ACETIC ACID GLACIAL,LITER,ANODIZE,B,0,4718
6/30/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,21.275
7/1/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,16.775
7/2/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,16,32.775
7/3/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,26.775
7/4/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,26.775
7/5/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,23.775
7/6/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,23.775
7/7/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,23.775
7/8/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,15.775
7/9/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,16,31.775
7/10/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,31.775
7/11/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,22.275
7/12/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,22.275
7/13/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,14.575
7/14/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,A,0,14.575
7/15/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,14.575
7/16/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,16,30.575
7/17/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,22.575
7/18/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,C,0,22.575
7/19/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,14.575
7/20/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,14.575
7/21/2026,TA0008,120810001,ACRYBASE - IB30(D),LITER,PRESSING,B,0,14.575
6/30/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,228
7/1/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,228
7/2/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,228
7/3/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,228
7/4/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,50
7/5/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,50
7/6/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,50
7/7/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,50
7/8/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,50
7/9/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,50
7/10/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,50
7/11/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,50
7/12/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,50
7/13/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,208,258
7/14/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,A,0,258
7/15/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,258
7/16/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,258
7/17/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,208,0
7/18/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,C,0,0
7/19/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,0
7/20/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,0
7/21/2026,TA0009,1405100001,ACTREL 1178 F,LITER,STAMPING,B,0,0
6/30/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,9
7/1/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,8
7/2/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,7
7/3/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,7
7/4/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,7
7/5/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,6
7/6/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,6
7/7/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,5
7/8/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,8,11
7/9/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,11
7/10/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,11
7/11/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,11
7/12/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,10
7/13/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,10
7/14/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,A,0,9
7/15/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,7
7/16/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,8,15
7/17/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,14
7/18/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,C,0,13
7/19/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,12
7/20/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,12
7/21/2026,TA0010,1401600008,AFLEX 75N 126NT    ( MIRROR ),METER,GPS,B,0,11
6/30/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,0,704
7/1/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,1056,880
7/2/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,1048,1244
7/3/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,524,874
7/4/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,524,525
7/5/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,0,176
7/6/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,1042,524
7/7/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,858,526
7/8/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,1052,704
7/9/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,1030,1034
7/10/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,1030,1206
7/11/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,0,522
7/12/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,0,176
7/13/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,1034,522
7/14/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,A,1036,867
7/15/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,1038,1041
7/16/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,520,696
7/17/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,520,350
7/18/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,C,1038,694
7/19/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,0,349
7/20/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,1008,501
7/21/2026,TA0011,1207100002,ALUMINUM SPOOL  ( ST ),KG,STAMPING,B,976,664
6/30/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,18.09
7/1/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,18.09
7/2/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,16.96
7/3/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,16.96
7/4/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,16.18
7/5/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,16.18
7/6/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,14.67
7/7/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,14.67
7/8/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,14.67
7/9/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,13.91
7/10/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,13.1
7/11/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,13.1
7/12/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,13.1
7/13/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,13.1
7/14/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,A,0,13.1
7/15/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,13.1
7/16/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,12.31
7/17/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,11.54
7/18/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,11.54
7/19/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,C,0,11.54
7/20/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,11.54
7/21/2026,TA0012,1201221015,AMMONIUM ADIPATE (AA),KG,POLYMER,B,0,11.54
6/30/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1450
7/1/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1430
7/2/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1410
7/3/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1400
7/4/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1380
7/5/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1370
7/6/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1360
7/7/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1350
7/8/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1340
7/9/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1330
7/10/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1320
7/11/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1310
7/12/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1300
7/13/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1290
7/14/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,A,0,1280
7/15/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1270
7/16/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1260
7/17/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1250
7/18/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1240
7/19/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,C,0,1230
7/20/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1220
7/21/2026,TA0013,1000000010,BUFFER SOLUTION KCI3,ML,POLYMER,B,0,1210
6/30/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,A,0,1740
7/1/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,A,0,1730
7/2/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,A,0,1720
7/3/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,C,0,1710
7/4/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,C,0,1700
7/5/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,C,0,1690
7/6/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,C,0,1680
7/7/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,B,0,1670
7/8/2026,TA0014,1000000011,BUFFER SOLUTION PH 2.00,ML,POLYMER,B,0,1660
